Chromosome	Gene name	TSS
17	CDC27	47189261
17	CDC27	47169977
17	CDC27	47156715
17	CDC27	47157267
17	CDC27	47181605
17	CDC27	47172047
17	CDC27	47189252
17	CDC27	47188936
17	CDC27	47189422
17	AC002558.1	47159993
17	AC002558.3	47167723
17	AC002558.3	47162064
17	AC002558.2	47169826
17	MYL4	47200446
17	MYL4	47209035
17	MYL4	47209063
17	MYL4	47209066
17	MYL4	47209342
17	MYL4	47209348
17	MYL4	47209400
17	MYL4	47220030
17	MYL4	47209062
17	ITGB3	47253827
17	ITGB3	47253853
17	ITGB3	47291053
17	AC068234.1	47253897
17	RNU7-186P	47259420
17	AC068234.2	47280047
17	THCAT158	47305685
17	THCAT158	47323613
17	EFCAB13	47323290
17	EFCAB13	47323528
17	EFCAB13	47323776
17	EFCAB13	47323961
17	EFCAB13	47323955
17	EFCAB13	47324025
17	EFCAB13	47326339
17	EFCAB13	47328048
17	EFCAB13	47329851
17	EFCAB13	47369616
17	EFCAB13	47377654
17	EFCAB13	47377816
17	AC040934.1	47423526
17	MRPL45P2	47492492
17	MRPL45P2	47492470
17	MRPL45P2	47490218
17	MRPL45P2	47492459
17	NPEPPS	47522942
17	NPEPPS	47522945
17	NPEPPS	47522952
17	NPEPPS	47522957
17	NPEPPS	47522968
17	NPEPPS	47522977
17	NPEPPS	47531108
17	NPEPPS	47531216
17	NPEPPS	47531222
17	NPEPPS	47531259
17	NPEPPS	47531269
17	NPEPPS	47531282
17	NPEPPS	47531388
17	NPEPPS	47548190
17	NPEPPS	47569429
17	NPEPPS	47582201
17	NPEPPS	47582798
17	NPEPPS	47585714
17	NPEPPS	47586148
17	NPEPPS	47586291
17	NPEPPS	47586336
17	NPEPPS	47586353
17	NPEPPS	47586523
17	NPEPPS	47587123
17	NPEPPS	47590815
17	NPEPPS	47591729
17	NPEPPS	47596067
17	NPEPPS	47601716
17	NPEPPS	47603494
17	NPEPPS	47618350
17	Y_RNA	47557413
17	AC025682.1	47649402
17	AC025682.1	47636550
17	AC025682.1	47649420
17	AC025682.1	47649416
17	KPNB1	47649476
17	KPNB1	47649495
17	KPNB1	47649919
17	KPNB1	47650152
17	KPNB1	47650358
17	KPNB1	47651196
17	KPNB1	47656925
17	KPNB1	47660882
17	KPNB1	47668365
17	KPNB1	47669573
17	KPNB1	47670324
17	KPNB1	47670377
17	KPNB1	47673089
17	KPNB1	47675714
17	KPNB1	47676077
17	KPNB1	47680603
17	AC015674.1	47682683
17	TBKBP1	47694081
17	TBKBP1	47694619
17	TBKBP1	47695264
17	TBKBP1	47695685
17	TBX21	47733236
17	TBX21	47733425
17	OSBPL7	47821794
17	OSBPL7	47817001
17	OSBPL7	47821834
17	OSBPL7	47820858
17	OSBPL7	47821780
17	OSBPL7	47809115
17	OSBPL7	47821803
17	OSBPL7	47816924
17	OSBPL7	47819138
17	OSBPL7	47821781
17	OSBPL7	47821741
17	MRPL10	47831541
17	MRPL10	47829673
17	MRPL10	47831534
17	MRPL10	47831530
17	MRPL10	47831523
17	MRPL10	47831525
17	LRRC46	47831634
17	LRRC46	47831670
17	LRRC46	47831691
17	LRRC46	47831723
17	LRRC46	47832171
17	SCRN2	47841273
17	SCRN2	47841289
17	SCRN2	47841173
17	SCRN2	47841247
17	SCRN2	47839595
17	SCRN2	47840850
17	SCRN2	47841265
17	SCRN2	47841104
17	SCRN2	47839947
17	SCRN2	47841267
17	SCRN2	47841261
17	SCRN2	47841223
17	SCRN2	47841279
17	SP6	47855874
17	SP6	47851163
17	AC018521.3	47863342
17	AC018521.7	47882398
17	AC018521.5	47895812
17	AC018521.5	47895769
17	AC018521.5	47895792
17	SP2	47896150
17	SP2	47896236
17	SP2	47896182
17	SP2	47896262
17	SP2-AS1	47941389
17	SP2-AS1	47941410
17	SP2-AS1	47941359
17	SP2-AS1	47941390
17	AC018521.6	47933106
17	PNPO	47941506
17	PNPO	47941571
17	PNPO	47941524
17	PNPO	47941548
17	PNPO	47941567
17	PNPO	47941587
17	PNPO	47941596
17	PNPO	47941601
17	PNPO	47941618
17	PNPO	47941706
17	PNPO	47941708
17	PNPO	47941761
17	PNPO	47941781
17	PNPO	47941996
17	PNPO	47942009
17	PNPO	47945398
17	AC018521.1	47945424
17	AC018521.1	47948054
17	AC018521.2	47948272
17	AC018521.2	47948275
17	PRR15L	47957883
17	CDK5RAP3	47967810
17	CDK5RAP3	47970534
17	CDK5RAP3	47971008
17	CDK5RAP3	47971018
17	CDK5RAP3	47971113
17	CDK5RAP3	47971049
17	CDK5RAP3	47971050
17	CDK5RAP3	47971076
17	CDK5RAP3	47971078
17	CDK5RAP3	47971104
17	CDK5RAP3	47971122
17	CDK5RAP3	47971123
17	CDK5RAP3	47971125
17	CDK5RAP3	47971127
17	CDK5RAP3	47971132
17	CDK5RAP3	47971135
17	CDK5RAP3	47971143
17	CDK5RAP3	47971151
17	CDK5RAP3	47971156
17	CDK5RAP3	47971165
17	CDK5RAP3	47971211
17	CDK5RAP3	47971362
17	CDK5RAP3	47973659
17	CDK5RAP3	47976461
17	CDK5RAP3	47976628
17	CDK5RAP3	47976722
17	CDK5RAP3	47978550
17	CDK5RAP3	47979217
17	CDK5RAP3	47981107
17	AC018521.4	47996196
17	COPZ2	48029425
17	COPZ2	48033252
17	COPZ2	48036902
17	COPZ2	48036906
17	COPZ2	48028560
17	COPZ2	48037797
17	COPZ2	48033282
17	COPZ2	48037773
17	COPZ2	48033872
17	COPZ2	48038030
17	MIR152	48037247
17	NFE2L1-DT	48048050
17	NFE2L1-DT	48048073
17	NFE2L1	48048329
17	NFE2L1	48048359
17	NFE2L1	48048363
17	NFE2L1	48048370
17	NFE2L1	48048478
17	NFE2L1	48048607
17	NFE2L1	48048773
17	NFE2L1	48048782
17	NFE2L1	48048783
17	NFE2L1	48048784
17	NFE2L1	48049132
17	NFE2L1	48054328
17	NFE2L1	48054481
17	NFE2L1	48054550
17	NFE2L1	48054587
17	NFE2L1	48054675
17	NFE2L1	48054692
17	NFE2L1	48054710
17	NFE2L1	48054920
17	NFE2L1	48055952
17	NFE2L1	48058877
17	AC004477.1	48060669
17	AC004477.2	48067293
17	CBX1	48101198
17	CBX1	48101478
17	CBX1	48101379
17	CBX1	48101302
17	CBX1	48101287
17	CBX1	48100582
17	RNU6-1201P	48088784
17	SNX11	48103357
17	SNX11	48107549
17	SNX11	48107558
17	SNX11	48107560
17	SNX11	48107576
17	SNX11	48107766
17	SNX11	48107603
17	SNX11	48107788
17	SNX11	48107894
17	SNX11	48111949
17	SNX11	48112566
17	SKAP1	48430214
17	SKAP1	48430275
17	SKAP1	48137334
17	SKAP1	48162670
17	SKAP1	48430219
17	SKAP1	48346005
17	SKAP1	48185179
17	SKAP1	48345965
17	MIR1203	48156511
17	SKAP1-AS1	48185938
17	RNU6-1152P	48196786
17	THRA1/BTR	48294347
17	THRA1/BTR	48294375
17	THRA1/BTR	48307328
17	THRA1/BTR	48294335
17	AC036222.2	48380370
17	U3	48382586
17	AC036222.1	48460370
17	Y_RNA	48479097
17	HOXB1	48531011
17	HOXB1	48530910
17	HOXB2	48543146
17	HOXB2	48545109
17	HOXB2	48543909
17	HOXB-AS1	48543551
17	HOXB-AS1	48544351
17	HOXB-AS1	48545509
17	HOXB-AS1	48546692
17	HOXB3	48553922
17	HOXB3	48590241
17	HOXB3	48574487
17	HOXB3	48574023
17	HOXB3	48590238
17	HOXB3	48582622
17	HOXB3	48590235
17	HOXB3	48556521
17	HOXB3	48579357
17	HOXB3	48556943
17	HOXB3	48575550
17	HOXB3	48604912
17	HOXB-AS3	48549630
17	HOXB-AS3	48590420
17	HOXB-AS3	48590442
17	HOXB-AS3	48590477
17	HOXB-AS3	48590481
17	HOXB-AS3	48592292
17	HOXB-AS3	48592313
17	HOXB-AS3	48592320
17	HOXB-AS3	48595958
17	HOXB-AS3	48595960
17	HOXB-AS3	48595980
17	HOXB-AS3	48596439
17	HOXB-AS3	48602138
17	HOXB-AS3	48602491
17	HOXB-AS2	48557262
17	HOXB4	48578350
17	AC103702.1	48582259
17	MIR10A	48579947
17	HOXB5	48593779
17	HOXB6	48604992
17	HOXB6	48604986
17	HOXB6	48597134
17	HOXB6	48604132
17	HOXB7	48611017
17	HOXB7	48633572
17	HOXB7	48608326
17	HOXB8	48613479
17	HOXB8	48615292
17	HOXB8	48614704
17	HOXB9	48626358
17	HOXB-AS4	48628675
17	HOXB-AS4	48629549
17	MIR196A1	48632559
17	AC103702.2	48647023
17	AC103702.2	48639285
17	AC103702.2	48639110
17	LINC02086	48646923
17	LINC02086	48646929
17	LINC02086	48680889
17	LINC02086	48680947
17	LINC02086	48683367
17	LINC02086	48705203
17	LINC02086	48705358
17	AC091179.2	48690624
17	RPL9P28	48691694
17	COX6B1P2	48713730
17	PRAC1	48722518
17	PRAC2	48723185
17	PRAC2	48723692
17	AC091179.3	48723188
17	AC091179.4	48723692
17	MIR3185	48724475
17	HOXB13	48728750
17	AC091179.1	48733091
17	TTLL6	48794334
17	TTLL6	48817053
17	TTLL6	48817214
17	TTLL6	48817077
17	TTLL6	48794294
17	TTLL6	48803986
17	TTLL6	48817141
17	TTLL6	48817111
17	RN7SL125P	48765847
17	CALCOCO2	48831035
17	CALCOCO2	48831018
17	CALCOCO2	48831026
17	CALCOCO2	48831034
17	CALCOCO2	48831037
17	CALCOCO2	48831043
17	CALCOCO2	48831045
17	CALCOCO2	48831056
17	CALCOCO2	48831228
17	CALCOCO2	48841563
17	CALCOCO2	48847724
17	CALCOCO2	48848209
17	CALCOCO2	48850982
17	CALCOCO2	48851101
17	CALCOCO2	48851207
17	CALCOCO2	48851603
17	CALCOCO2	48852340
17	CALCOCO2	48852961
17	CALCOCO2	48855803
17	CALCOCO2	48856101
17	CALCOCO2	48865085
17	SUMO2P17	48908983
17	SUMO2P17	48875198
17	AC068531.1	48880840
17	AC068531.2	48881122
17	ATP5MC1	48892765
17	ATP5MC1	48892767
17	ATP5MC1	48892797
17	ATP5MC1	48892802
17	ATP5MC1	48892787
17	ATP5MC1	48892817
17	ATP5MC1	48892854
17	ATP5MC1	48893313
17	ATP5MC1	48894167
17	ATP5MC1	48894861
17	AC091133.6	48899131
17	UBE2Z	48908407
17	UBE2Z	48908473
17	UBE2Z	48908716
17	UBE2Z	48910348
17	UBE2Z	48910690
17	UBE2Z	48911179
17	UBE2Z	48915720
17	UBE2Z	48921202
17	SNF8	48944842
17	SNF8	48944733
17	SNF8	48944806
17	SNF8	48944810
17	SNF8	48937118
17	SNF8	48933591
17	SNF8	48933318
17	SNF8	48937054
17	SNF8	48944811
17	SNF8	48944825
17	SNF8	48944747
17	SNF8	48944831
17	SNF8	48944708
17	SNF8	48937239
17	SNF8	48937107
17	SNF8	48944139
17	AC091133.1	48931791
17	RNU1-42P	48949520
17	AC091133.2	48956753
17	GIP	48968596
17	AC091133.3	48997492
17	IGF2BP1	48997385
17	IGF2BP1	48997486
17	IGF2BP1	48997746
17	IGF2BP1	48997763
17	IGF2BP1	49013917
17	IGF2BP1	49026392
17	AC091133.4	49013725
17	Metazoa_SRP	49018061
17	RNU6-826P	49036352
17	AC091133.5	49037122
17	B4GALNT2P1	49085511
17	B4GALNT2	49132460
17	B4GALNT2	49132769
17	B4GALNT2	49132967
17	AC069454.1	49149111
17	GNGT2	49208912
17	GNGT2	49209400
17	GNGT2	49209385
17	GNGT2	49209217
17	GNGT2	49210574
17	ABI3	49210707
17	ABI3	49210411
17	ABI3	49219563
17	ABI3	49219858
17	PHOSPHO1	49230787
17	PHOSPHO1	49226761
17	PHOSPHO1	49230766
17	PHOSPHO1	49229142
17	PHOSPHO1	49230747
17	PHOSPHO1	49230738
17	FLJ40194	49248239
17	FLJ40194	49248237
17	FLJ40194	49248094
17	FLJ40194	49230896
17	FLJ40194	49230863
17	FLJ40194	49248203
17	FLJ40194	49248227
17	FLJ40194	49230853
17	FLJ40194	49248199
17	FLJ40194	49248178
17	MIR6129	49288454
17	ZNF652	49289860
17	ZNF652	49361993
17	ZNF652	49362473
17	ZNF652	49362250
17	AC091180.2	49361150
17	AC091180.2	49361189
17	AC091180.2	49362382
17	AC091180.5	49370740
17	AC091180.4	49375380
17	AC091180.1	49400800
17	PHB	49414802
17	PHB	49414882
17	PHB	49413291
17	PHB	49414848
17	PHB	49414858
17	PHB	49414876
17	PHB	49414884
17	PHB	49414898
17	PHB	49414901
17	PHB	49407473
17	PHB	49414877
17	PHB	49412234
17	PHB	49414878
17	AC091180.3	49404081
17	Y_RNA	49416850
17	EIF4EP2	49424922
17	LINC02075	49461749
17	AC015656.1	49497800
17	NGFR	49495293
17	NGFR	49496624
17	NGFR	49497391
17	AC006487.1	49574064
17	MIR6165	49510817
17	AC006487.2	49567889
17	AC006487.2	49577962
17	NXPH3	49575871
17	NXPH3	49576122
17	NXPH3	49578634
17	SPOP	49678097
17	SPOP	49678110
17	SPOP	49678163
17	SPOP	49601631
17	SPOP	49678000
17	SPOP	49678099
17	SPOP	49668051
17	SPOP	49668078
17	SPOP	49678113
17	SPOP	49646630
17	SPOP	49602041
17	SPOP	49602398
17	SPOP	49611318
17	SPOP	49619304
17	SPOP	49678085
17	SPOP	49678106
17	SPOP	49678055
17	SPOP	49678025
17	SPOP	49678003
17	SPOP	49646622
17	SPOP	49678005
17	SPOP	49678046
17	SPOP	49678082
17	SLC35B1	49707951
17	SLC35B1	49707964
17	SLC35B1	49707771
17	SLC35B1	49708166
17	SLC35B1	49703138
17	SLC35B1	49703990
17	SLC35B1	49708090
17	SLC35B1	49708163
17	SLC35B1	49708169
17	SLC35B1	49707067
17	SLC35B1	49705365
17	SLC35B1	49707920
17	SLC35B1	49708157
17	SLC35B1	49707949
17	SLC35B1	49707940
17	SLC35B1	49706355
17	SLC35B1	49709014
17	SLC35B1	49707260
17	AC015795.1	49708334
17	FAM117A	49764131
17	FAM117A	49788592
17	FAM117A	49719894
17	FAM117A	49724527
17	FAM117A	49788578
17	FAM117A	49788989
17	FAM117A	49789180
17	FAM117A	49747263
17	FAM117A	49789165
17	FAM117A	49788575
17	FAM117A	49732942
17	KAT7	49788648
17	KAT7	49788681
17	KAT7	49788682
17	KAT7	49788693
17	KAT7	49788706
17	KAT7	49788714
17	KAT7	49789312
17	KAT7	49789653
17	KAT7	49814952
17	KAT7	49815031
17	KAT7	49815332
17	KAT7	49815390
17	KAT7	49815398
17	KAT7	49821493
17	KAT7	49821685
17	KAT7	49823234
17	KAT7	49824482
17	KAT7	49826002
17	SRP14P3	49795343
17	AC027801.5	49834239
17	TAC4	49848017
17	AC027801.1	49845910
17	AC027801.2	49887598
17	AC027801.4	49914403
17	AC027801.3	49939122
17	RNU6-1313P	49966176
17	DLX4	49968970
17	DLX4	49969190
17	DLX4	49969330
17	DLX4	49971964
17	DLX4	49972766
17	DLX4	49972939
17	DLX3	49995224
17	DLX3	49993703
17	AC009720.1	49996889
17	PICART1	50055739
17	ITGA3	50055968
17	ITGA3	50056068
17	ITGA3	50056110
17	ITGA3	50056440
17	ITGA3	50056487
17	ITGA3	50063538
17	ITGA3	50070873
17	ITGA3	50071740
17	ITGA3	50072160
17	ITGA3	50075460
17	ITGA3	50076625
17	ITGA3	50077400
17	ITGA3	50078004
17	ITGA3	50080317
17	ITGA3	50086329
17	ITGA3	50088213
17	AC002401.4	50094065
17	PDK2	50094737
17	PDK2	50094784
17	PDK2	50095351
17	PDK2	50095285
17	PDK2	50095375
17	PDK2	50095387
17	PDK2	50095695
17	PDK2	50095737
17	PDK2	50095974
17	PDK2	50097513
17	PDK2	50104324
17	PDK2	50105279
17	PDK2	50106441
17	PDK2	50108001
17	PDK2	50108008
17	AC002401.3	50098899
17	AC002401.2	50101920
17	SAMD14	50130160
17	SAMD14	50124162
17	SAMD14	50117799
17	SAMD14	50115024
17	SAMD14	50129882
17	SAMD14	50116287
17	SAMD14	50123598
17	SAMD14	50129796
17	SAMD14	50129754
17	SAMD14	50129814
17	PPP1R9B	50150677
17	PPP1R9B	50145152
17	AC002401.1	50135586
17	AC015909.2	50161276
17	AC015909.3	50165316
17	SGCA	50164214
17	SGCA	50165985
17	SGCA	50166004
17	SGCA	50166005
17	SGCA	50166009
17	SGCA	50166045
17	SGCA	50167581
17	SGCA	50168522
17	SGCA	50172405
17	SGCA	50175173
17	H1-9P	50181178
17	H1-9P	50171936
17	COL1A1	50201631
17	COL1A1	50187122
17	COL1A1	50188554
17	COL1A1	50188784
17	COL1A1	50190924
17	COL1A1	50194058
17	COL1A1	50192439
17	COL1A1	50194352
17	COL1A1	50195665
17	COL1A1	50196595
17	COL1A1	50198702
17	COL1A1	50201632
17	COL1A1	50200191
17	AC015909.1	50208944
17	AC015909.1	50208950
17	AC015909.1	50208972
17	AC015909.1	50208941
17	AC015909.1	50208935
17	AC015909.1	50208956
17	AC015909.1	50205427
17	AC015909.1	50208130
17	AC015909.1	50199876
17	AC015909.4	50215357
17	SUMO2P7	50235845
17	TMEM92	50271406
17	TMEM92	50274466
17	TMEM92	50274879
17	TMEM92-AS1	50287855
17	XYLT2	50346126
17	XYLT2	50346131
17	XYLT2	50346135
17	XYLT2	50346136
17	XYLT2	50356184
17	XYLT2	50357166
17	XYLT2	50358978
17	AC015909.5	50365232
17	MRPL27	50372960
17	MRPL27	50370573
17	MRPL27	50373184
17	MRPL27	50373196
17	MRPL27	50373207
17	MRPL27	50371163
17	MRPL27	50373175
17	EME1	50373229
17	EME1	50373242
17	EME1	50373254
17	EME1	50375185
17	EME1	50375688
17	EME1	50376109
17	EME1	50378883
17	EME1	50379759
17	EME1	50373220
17	LRRC59	50385134
17	LRRC59	50397523
17	LRRC59	50397504
17	Y_RNA	50386246
17	AC004707.1	50396438
17	ACSF2	50426158
17	ACSF2	50426218
17	ACSF2	50426219
17	ACSF2	50426252
17	ACSF2	50460663
17	ACSF2	50462239
17	ACSF2	50462536
17	ACSF2	50463480
17	ACSF2	50463516
17	ACSF2	50464281
17	ACSF2	50464544
17	ACSF2	50467840
17	ACSF2	50468329
17	ACSF2	50468343
17	ACSF2	50468359
17	ACSF2	50469906
17	ACSF2	50470063
17	ACSF2	50470931
17	ACSF2	50472131
17	ACSF2	50472461
17	ACSF2	50473825
17	MRPS21P9	50450725
17	CHAD	50465425
17	CHAD	50468880
17	CHAD	50468906
17	AC021491.4	50475819
17	RSAD1	50478860
17	RSAD1	50478903
17	RSAD1	50479048
17	RSAD1	50482097
17	RSAD1	50482364
17	RSAD1	50484029
17	AC021491.1	50508328
17	MYCBPAP	50508439
17	MYCBPAP	50508425
17	MYCBPAP	50508449
17	MYCBPAP	50508490
17	MYCBPAP	50508541
17	MYCBPAP	50508588
17	MYCBPAP	50508622
17	MYCBPAP	50519410
17	MYCBPAP	50520994
17	MYCBPAP	50523720
17	MYCBPAP	50525973
17	MYCBPAP	50529178
17	MYCBPAP	50530154
17	MYCBPAP	50508384
17	AC021491.2	50538754
17	AC021491.2	50538440
17	AC021491.2	50538761
17	EPN3	50532735
17	EPN3	50532682
17	EPN3	50532725
17	EPN3	50532738
17	EPN3	50532758
17	EPN3	50532764
17	EPN3	50534492
17	EPN3	50534552
17	EPN3	50534555
17	EPN3	50534558
17	EPN3	50536427
17	SPATA20	50543058
17	SPATA20	50547174
17	SPATA20	50547126
17	SPATA20	50547127
17	SPATA20	50547129
17	SPATA20	50547153
17	SPATA20	50547161
17	SPATA20	50547180
17	SPATA20	50547184
17	SPATA20	50547205
17	SPATA20	50547209
17	SPATA20	50547999
17	SPATA20	50548013
17	SPATA20	50548019
17	SPATA20	50548049
17	SPATA20	50548060
17	SPATA20	50548073
17	SPATA20	50548076
17	SPATA20	50548850
17	SPATA20	50548883
17	SPATA20	50550108
17	SPATA20	50550212
17	SPATA20	50550272
17	SPATA20	50550400
17	SPATA20	50550734
17	SPATA20	50547089
17	CACNA1G-AS1	50562108
17	CACNA1G-AS1	50559450
17	CACNA1G-AS1	50559410
17	CACNA1G	50561068
17	CACNA1G	50561088
17	CACNA1G	50561285
17	CACNA1G	50561432
17	CACNA1G	50561460
17	CACNA1G	50560715
17	CACNA1G	50569165
17	CACNA1G	50599725
17	AC021491.3	50563783
17	AC004590.1	50631940
17	ABCC3	50634777
17	ABCC3	50634814
17	ABCC3	50634857
17	ABCC3	50634881
17	ABCC3	50634901
17	ABCC3	50658143
17	ABCC3	50662152
17	ABCC3	50663160
17	ABCC3	50663743
17	ABCC3	50668430
17	ABCC3	50672972
17	ABCC3	50673025
17	ABCC3	50673615
17	ABCC3	50674216
17	ABCC3	50678899
17	ABCC3	50687309
17	ABCC3	50687413
17	ANKRD40	50707914
17	ANKRD40	50701098
17	ANKRD40	50707655
17	AC005921.2	50693448
17	Y_RNA	50696644
17	LUC7L3	50719603
17	LUC7L3	50719570
17	LUC7L3	50719597
17	LUC7L3	50719598
17	LUC7L3	50719599
17	LUC7L3	50719629
17	LUC7L3	50719647
17	LUC7L3	50719802
17	LUC7L3	50736635
17	LUC7L3	50740267
17	LUC7L3	50743672
17	LUC7L3	50744661
17	LUC7L3	50745906
17	LUC7L3	50746575
17	LUC7L3	50746614
17	LUC7L3	50746619
17	LUC7L3	50748389
17	LUC7L3	50751051
17	LUC7L3	50719565
17	AC005921.3	50722074
17	ANKRD40CL	50767518
17	ANKRD40CL	50766913
17	ANKRD40CL	50767557
17	ANKRD40CL	50767517
17	MIR8059	50768650
17	AC005921.4	50781306
17	AC005921.1	50797651
17	WFIKKN2	50834650
17	WFIKKN2	50835586
17	AC091062.1	50841626
17	RPL5P33	50847950
17	TOB1	50866354
17	TOB1	50867978
17	TOB1-AS1	50866679
17	TOB1-AS1	50866759
17	TOB1-AS1	50867148
17	TOB1-AS1	50908678
17	TOB1-AS1	50866754
17	AC005920.4	50910232
17	AC005920.1	50944713
17	AC005920.3	50944104
17	AC005920.3	50944114
17	SPAG9	51120868
17	SPAG9	50965494
17	SPAG9	51046878
17	SPAG9	51120734
17	SPAG9	51120865
17	SPAG9	50975360
17	SPAG9	50990585
17	SPAG9	50982672
17	SPAG9	50993937
17	SPAG9	51079622
17	SPAG9	51056424
17	SPAG9	50990742
17	SPAG9	50995960
17	SPAG9	51001745
17	SPAG9	51001744
17	SPAG9	51016256
17	SPAG9	51020259
17	SPAG9	51040451
17	SPAG9	51046837
17	SPAG9	51047471
17	AC005920.2	51042524
17	NME1	51153559
17	NME1	51153572
17	NME1	51153576
17	NME1	51153578
17	NME1	51153580
17	NME1	51153581
17	NME1	51153597
17	NME1	51153665
17	NME1	51154044
17	NME1	51154337
17	NME1-NME2	51153590
17	NME1-NME2	51153604
17	NME1-NME2	51153636
17	NME2	51165435
17	NME2	51165815
17	NME2	51166411
17	NME2	51166418
17	NME2	51166420
17	NME2	51166437
17	NME2	51166564
17	NME2	51168019
17	NME2	51169383
17	MBTD1	51260049
17	MBTD1	51259941
17	MBTD1	51193016
17	MBTD1	51260163
17	MBTD1	51256829
17	MBTD1	51225224
17	MBTD1	51209404
17	AC005839.1	51186403
17	AC006141.1	51251748
17	UTP18	51260546
17	UTP18	51275868
17	UTP18	51277163
17	UTP18	51280016
17	UTP18	51280450
17	UTP18	51285268
17	UTP18	51296255
17	LINC02071	51335165
17	LINC02071	51334689
17	AC005823.2	51332679
17	AC005823.1	51335261
17	LINC02073	51336646
17	LINC02073	51336737
17	LINC02073	51435427
17	LINC02073	51439653
17	LINC02073	51337725
17	LINC02073	51336701
17	LINC02073	51336665
17	LINC02073	51435841
17	RPL7P48	51503233
17	CA10	52160002
17	CA10	52160017
17	CA10	52158063
17	CA10	52158714
17	CA10	52159801
17	CA10	52159983
17	CA10	51748544
17	CA10	51747788
17	AC002090.1	51763397
17	LINC01982	52390515
17	LINC02089	52862121
17	LINC02876	52985513
17	LINC02876	52985520
17	MTCO1P40	53105734
17	AC034268.2	54066825
17	AC034268.2	54365634
17	AC005341.1	53354134
17	AC090079.1	53434131
17	AC090079.2	53438556
17	AC034268.1	53682111
17	RPS2P48	53757870
17	KIF2B	53822927
17	AC023934.1	53952936
17	ISCA1P3	54477796
17	AC015943.1	54670420
17	AC005951.1	54702936
17	ARL2BPP8	54754649
17	RN7SKP14	54770949
17	TOM1L1	54899387
17	TOM1L1	54899802
17	TOM1L1	54900852
17	TOM1L1	54900722
17	TOM1L1	54900752
17	TOM1L1	54900806
17	TOM1L1	54900834
17	TOM1L1	54900836
17	TOM1L1	54900853
17	TOM1L1	54900857
17	TOM1L1	54900863
17	TOM1L1	54900870
17	TOM1L1	54900877
17	TOM1L1	54901103
17	TOM1L1	54901134
17	TOM1L1	54913819
17	TOM1L1	54936413
17	TOM1L1	54938577
17	TOM1L1	54938781
17	TOM1L1	54938924
17	COX11	54968653
17	COX11	54954105
17	COX11	54955149
17	COX11	54961265
17	COX11	54968654
17	COX11	54963414
17	COX11	54961139
17	COX11	54968703
17	AC007485.2	54958426
17	AC007485.1	54964474
17	STXBP4	54968727
17	STXBP4	54968765
17	STXBP4	54968775
17	STXBP4	54968776
17	STXBP4	54968792
17	STXBP4	54968795
17	STXBP4	54999816
17	STXBP4	55030807
17	HLF	55264960
17	HLF	55265810
17	HLF	55266222
17	HLF	55267591
17	HLF	55267615
17	HLF	55267816
17	HLF	55283482
17	HLF	55283496
17	HLF	55283700
17	HLF	55283720
17	HLF	55318953
17	AC007638.2	55273653
17	AC007638.1	55327791
17	MMD	55421835
17	MMD	55421924
17	MMD	55421797
17	SMIM36	55511444
17	SMIM36	55458450
17	SMIM36	55510938
17	AC105021.1	55561091
17	AC105021.1	55561577
17	GARS1P1	55551649
17	RNU6-1249P	55551810
17	TMEM100	55722864
17	TMEM100	55732121
17	TMEM100	55721798
17	TMEM100	55723024
17	TMEM100	55731884
17	PCTP	55751051
17	PCTP	55751061
17	PCTP	55751094
17	PCTP	55751105
17	PCTP	55751400
17	PCTP	55768847
17	PCTP	55771177
17	PCTP	55773736
17	AC090618.1	55872939
17	ANKFN1	55882301
17	ANKFN1	55962062
17	ANKFN1	56110958
17	ANKFN1	56153471
17	ANKFN1	56153475
17	ANKFN1	56153510
17	ANKFN1	56174175
17	ANKFN1	56227917
17	ANKFN1	56323223
17	ANKFN1	56456947
17	AC006600.1	56368063
17	AC006600.2	56471142
17	RPL39P33	56573040
17	NOG	56593699
17	C17orf67	56795292
17	C17orf67	56833920
17	C17orf67	56838773
17	AC106858.1	56804269
17	DGKE	56834151
17	DGKE	56834107
17	DGKE	56834131
17	DGKE	56834966
17	DGKE	56844019
17	DGKE	56862186
17	TRIM25	56914080
17	TRIM25	56914049
17	TRIM25	56891526
17	TRIM25	56913472
17	TRIM25	56895774
17	TRIM25	56904343
17	TRIM25	56904488
17	TRIM25	56908783
17	TRIM25	56913117
17	TRIM25	56914032
17	RNU6-1158P	56871170
17	AC015912.2	56884819
17	AC015912.1	56888880
17	MIR3614	56891355
17	AC015912.3	56914186
17	COIL	56961050
17	COIL	56960776
17	AC004584.1	56939932
17	AC004584.2	56951664
17	SCPEP1	56978129
17	SCPEP1	56978131
17	SCPEP1	56978134
17	SCPEP1	56978137
17	SCPEP1	56978148
17	SCPEP1	56978153
17	SCPEP1	56978160
17	SCPEP1	56987090
17	SCPEP1	56987562
17	SCPEP1	56987752
17	SCPEP1	56995560
17	SCPEP1	56997014
17	SCPEP1	56998291
17	AC004584.3	56982749
17	RNF126P1	57045478
17	RNF126P1	57045521
17	AC007114.1	57084998
17	AC007114.1	57085022
17	AC007114.1	57085024
17	AKAP1	57085092
17	AKAP1	57085246
17	AKAP1	57085714
17	AKAP1	57085717
17	AKAP1	57085756
17	AKAP1	57085774
17	AKAP1	57086259
17	AKAP1	57095844
17	AKAP1	57096536
17	AKAP1	57096578
17	AKAP1	57096609
17	AKAP1	57096726
17	AKAP1	57098437
17	AKAP1	57106023
17	AKAP1	57106719
